epic_number,Class,Campaign,Probability
201671506,  GDOR,1,0.8280489999999999
201673708,OTHPER,1,0.993173
201674807, Noise,1,0.984044
201674814, Noise,1,0.983159
201676716, Noise,1,0.9865280000000001
201680569,    EB,1,0.967583
201681411,    EB,1,0.986243
201683910, Noise,1,0.9855870000000001
201686483,OTHPER,1,0.994418
201689490,OTHPER,1,0.991966
201691034, Noise,1,0.9821469999999999
201695625,    EB,1,0.91199
201698669,    EB,1,0.993093
201700240,OTHPER,1,0.99379
201700247,OTHPER,1,0.996481
201700978,OTHPER,1,0.994007
201704541,    EB,1,0.989999
201707257,OTHPER,1,0.997816
201709153, Noise,1,0.982957
201711578,OTHPER,1,0.992326
201715262,    EB,1,0.900547
201715393,  GDOR,1,0.749131
201716883,  RRab,1,0.944782
201720109, Noise,1,0.9840049999999999
201720674,OTHPER,1,0.9921690000000001
201720987, Noise,1,0.9822129999999999
201721222, Noise,1,0.984682
201723461,    EA,1,0.7306159999999999
201725399,    EB,1,0.9904290000000001
201725951, Noise,1,0.989083
201728074, Noise,1,0.983509
201731218,OTHPER,1,0.9926649999999999
201735172, Noise,1,0.981196
201738572,OTHPER,1,0.994142
201738755,OTHPER,1,0.990714
201739972, DSCUT,1,0.9582120000000001
201748885, Noise,1,0.984361
201749821,    EB,1,0.998527
201751439, Noise,1,0.9861280000000001
201751532, Noise,1,0.984858
201753254, Noise,1,0.983139
201753654, Noise,1,0.983714
201754974,OTHPER,1,0.9921209999999999
201762815,    EB,1,0.9959389999999999
201766747, Noise,1,0.983093
201768602, Noise,1,0.982866
201769424, Noise,1,0.981406
201774941, Noise,1,0.981886
201775723, Noise,1,0.9810040000000001
201780233,  RRab,1,0.716609
201786731, Noise,1,0.9869290000000001
201789080,OTHPER,1,0.9907239999999999
201790080,    EB,1,0.997081
201802433, Noise,1,0.981658
201803365,    EB,1,0.967434
201809540,OTHPER,1,0.995873
201810513,    EA,1,0.935575
201814774,  GDOR,1,0.745607
201817375, Noise,1,0.984857
201824843, Noise,1,0.98113
201826968,    EB,1,0.997466
201828402, Noise,1,0.9819120000000001
201832116,  GDOR,1,0.9130950000000001
201833284, Noise,1,0.981232
201839237, Noise,1,0.9843280000000001
201840254,OTHPER,1,0.996243
201843069,    EA,1,0.774812
201850413, DSCUT,1,0.9814649999999999
201855304,OTHPER,1,0.9922790000000001
201870289,OTHPER,1,0.996384
201871270, Noise,1,0.98695
201871951,  GDOR,1,0.848618
201873161, Noise,1,0.985196
201882460, Noise,1,0.9827
201884852, Noise,1,0.9835020000000001
201890494,    EA,1,0.923384
201892629, Noise,1,0.9810979999999999
201893576,    EA,1,0.714268
201896663,OTHPER,1,0.9908530000000001
201902310,OTHPER,1,0.9900959999999999
201903779,  GDOR,1,0.7372890000000001
201904174,    EB,1,0.9135770000000001
201907820, Noise,1,0.985037
201908974, Noise,1,0.98456
201910513,OTHPER,1,0.990492
201910662, Noise,1,0.982743
201914571, Noise,1,0.9887469999999999
201919351, Noise,1,0.981142
201921381,    EB,1,0.9836530000000001
201926949,OTHPER,1,0.997439
201927024,    EB,1,0.923997
201927431, Noise,1,0.9834799999999999
201928270,    EB,1,0.9035299999999999
201933700, Noise,1,0.981517
201933752, Noise,1,0.986116
201937413, Noise,1,0.9893569999999999
201940505,    EB,1,0.9886209999999999
201940767,    EB,1,0.9985290000000001
202518676, DSCUT,2,0.9821489999999999
202554180, DSCUT,2,0.9909629999999999
202619356,OTHPER,2,0.990511
202643279,    EB,2,0.9116190000000001
202652559,  GDOR,2,0.697742
202656096, Noise,2,0.9822639999999999
202665304,OTHPER,2,0.990576
202674012,    EA,2,0.9132309999999999
202679718,    EB,2,0.9384
202683805,OTHPER,2,0.996007
202688980,    EA,2,0.7872520000000001
202773276, DSCUT,2,0.9603209999999999
202774129,    EB,2,0.938969
202843085,    EA,2,0.9464799999999999
202844711,    EA,2,0.9872489999999999
202851823,    EB,2,0.983295
202863081, DSCUT,2,0.954686
202872758,OTHPER,2,0.993287
202911789, DSCUT,2,0.969483
202929357, DSCUT,2,0.9904440000000001
202963882,    EB,2,0.931543
202968864,    EB,2,0.9510790000000001
202984824,OTHPER,2,0.992792
203011840,    EA,2,0.792912
203026255, DSCUT,2,0.931984
203031097,  GDOR,2,0.9259129999999999
203075848,  GDOR,2,0.688135
203127694,  GDOR,2,0.802671
203162555, DSCUT,2,0.948943
203185007,OTHPER,2,0.9926309999999999
203294831,    EA,2,0.9387120000000001
203361171,    EA,2,0.9998809999999999
203372915,  RRab,2,0.7796850000000001
203396402,    EB,2,0.901315
203463506,    EB,2,0.997001
203466879,    EA,2,0.7439600000000001
203485624,    EB,2,0.9892620000000001
203486145,  GDOR,2,0.8510979999999999
203531786, DSCUT,2,0.891907
203534141, Noise,2,0.9823270000000001
203538499,OTHPER,2,0.991944
203542570,OTHPER,2,0.992749
203579600,  GDOR,2,0.904415
203593664,  GDOR,2,0.872841
203594870, Noise,2,0.9812129999999999
203596245,  RRab,2,0.978497
203596258,  RRab,2,0.974756
203606075,OTHPER,2,0.9917799999999999
203610780,    EA,2,0.9348549999999999
203630276,  RRab,2,0.730222
203636784,    EA,2,0.916226
203637372,OTHPER,2,0.9972610000000001
203654939,OTHPER,2,0.990181
203656002,    EA,2,0.792024
203656237, DSCUT,2,0.981323
203692906,  RRab,2,0.708593
203707855,  GDOR,2,0.85765
203710621, DSCUT,2,0.924444
203724283,    EA,2,0.708079
203728604,    EA,2,0.888892
203735292, Noise,2,0.982085
203735843, Noise,2,0.9837809999999999
203749720,    EB,2,0.9875079999999999
203764177,    EA,2,0.8737959999999999
203783195,    EA,2,0.9374459999999999
203819777,OTHPER,2,0.991135
203819998,OTHPER,2,0.992792
203824391,OTHPER,2,0.9906510000000001
203829123,  GDOR,2,0.783407
203868608,    EA,2,0.833369
203878683,    EA,2,0.992566
203902287,OTHPER,2,0.990878
203907133, DSCUT,2,0.893193
203908645,    EA,2,0.822617
203911955,    EA,2,0.956625
203929178,    EA,2,0.970936
203942067,    EA,2,0.9970950000000001
203964886, Noise,2,0.98254
203976840, Noise,2,0.986509
204018323, Noise,2,0.984333
204019947, Noise,2,0.981093
204034714, Noise,2,0.9839100000000001
204059927,    EA,2,0.8324870000000001
204073447,    EA,2,0.9926440000000001
204090458, DSCUT,2,0.95744
204091956,  RRab,2,0.601612
204105782,    EA,2,0.703855
204115101,  RRab,2,0.811253
204138967,    EB,2,0.922392
204154300, DSCUT,2,0.907716
204171214,    EA,2,0.75017
204181806, DSCUT,2,0.980823
204183093,    EA,2,0.9175
204183656,    EA,2,0.8339139999999999
204185956,    EA,2,0.938837
204199860, DSCUT,2,0.9294819999999999
204212045,OTHPER,2,0.992346
204225046,    EB,2,0.935659
204230492, Noise,2,0.983125
204234138,    EA,2,0.7027909999999999
204236712,    EA,2,0.825982
204275121,    EB,2,0.9743440000000001
204299478,  GDOR,2,0.9036799999999999
204312847,    EA,2,0.9789700000000001
204320514,OTHPER,2,0.991632
204353555,    EB,2,0.9594290000000001
204376704, DSCUT,2,0.938141
204405530,OTHPER,2,0.9917159999999999
204470067,    EA,2,0.727722
204491082,OTHPER,2,0.9901110000000001
204494002,OTHPER,2,0.991051
204508330, Noise,2,0.9872780000000001
204531124,    EA,2,0.82525
204556512,  GDOR,2,0.898408
204558226, DSCUT,2,0.9480799999999999
204558724,    EB,2,0.9240290000000001
204561424,    EB,2,0.9687889999999999
204561871,    EB,2,0.9691290000000001
204574155, DSCUT,2,0.940292
204576757,    EA,2,0.989592
204599418, Noise,2,0.982817
204600767, DSCUT,2,0.9934729999999999
204604359,  RRab,2,0.727238
204629934,OTHPER,2,0.9917790000000001
204649811,    EA,2,0.714168
204666545, Noise,2,0.9892770000000001
204673472, DSCUT,2,0.910236
204676375, Noise,2,0.986168
204676803,    EA,2,0.935773
204676841,    EA,2,0.936392
204748201,    EA,2,0.997102
204760247,    EA,2,0.719164
204771848,OTHPER,2,0.990166
204778376,  RRab,2,0.771544
204780832,  RRab,2,0.669004
204787022, Noise,2,0.983627
204807478,OTHPER,2,0.990174
204808234, Noise,2,0.9837889999999999
204815607,  RRab,2,0.66815
204817435,  GDOR,2,0.745212
204819511,OTHPER,2,0.9932850000000001
204820375,OTHPER,2,0.993706
204876991,  RRab,2,0.688756
204880394,  RRab,2,0.963592
204894780,  RRab,2,0.627312
204903894,  RRab,2,0.661624
204904480,  RRab,2,0.646702
204907195,    EB,2,0.9974219999999999
204924308, Noise,2,0.985243
204925198,OTHPER,2,0.99013
204930285, Noise,2,0.983002
204933419,  RRab,2,0.603196
204938521,  GDOR,2,0.9585629999999999
204951319,    EA,2,0.783145
204959709,    EA,2,0.8591049999999999
204965815,  GDOR,2,0.77878
204966750,  GDOR,2,0.6854359999999999
204979833,  RRab,2,0.725539
204994280,  RRab,2,0.6514
205007882,  RRab,2,0.703749
205019541,    EA,2,0.718517
205019682,OTHPER,2,0.9938239999999999
205020466,    EA,2,0.8626469999999999
205040035, DSCUT,2,0.956318
205042193,OTHPER,2,0.9922290000000001
205043428,  GDOR,2,0.70257
205050711,    EA,2,0.9190510000000001
205054021, DSCUT,2,0.968461
205057908,OTHPER,2,0.994175
205060983,    EB,2,0.952993
205062129,    EB,2,0.998749
205075874,  GDOR,2,0.959032
205084928,OTHPER,2,0.9910059999999999
205089975, DSCUT,2,0.9908459999999999
205107159, DSCUT,2,0.933992
205112883,  GDOR,2,0.706979
205114328,  RRab,2,0.648088
205123245,OTHPER,2,0.9933219999999999
205131464,    EB,2,0.991323
205136799, DSCUT,2,0.915948
205149790,    EB,2,0.989183
205152526,  RRab,2,0.823557
205164324,  RRab,2,0.652452
205168996, DSCUT,2,0.988333
205170167, DSCUT,2,0.9146549999999999
205170307,    EA,2,0.992091
205225132, DSCUT,2,0.9927969999999999
205225995, Noise,2,0.981667
205247045,  GDOR,2,0.817459
205275157,  GDOR,2,0.774338
205278742, DSCUT,2,0.957111
205363642,  GDOR,2,0.786483
205388726, DSCUT,2,0.895582
205405404,    EB,2,0.9995430000000001
205432585, DSCUT,2,0.9309059999999999
205463986,    EA,2,0.963051
205485891,    EA,2,0.702343
205495245,  RRab,2,0.9910200000000001
205510377,  GDOR,2,0.760519
205527197,    EB,2,0.970525
205546169,    EA,2,0.951775
205550411, Noise,2,0.9825940000000001
205554809,    EA,2,0.977033
205557744,    EB,2,0.9897540000000001
205558024,  RRab,2,0.630272
205565079, DSCUT,2,0.966152
205602688,OTHPER,2,0.9914459999999999
205613964,  RRab,2,0.740337
205625849,  RRab,2,0.984614
205670261, DSCUT,2,0.9358040000000001
205670640,  RRab,2,0.6565380000000001
205676611,  RRab,2,0.645416
205684710,  RRab,2,0.8406049999999999
205694298,OTHPER,2,0.9949520000000001
205703649,    EA,2,0.9877870000000001
205717017, Noise,2,0.987245
205728169,    EB,2,0.968823
205889250, Noise,3,0.728601
205890696, Noise,3,0.6019399999999999
205891576, Noise,3,0.42378599999999994
205891876, Noise,3,0.5024609999999999
205891958, Noise,3,0.7741359999999999
205892108,OTHPER,3,0.479254
205892281,OTHPER,3,0.470055
205892667, Noise,3,0.480613
205892677, Noise,3,0.500346
205893085, Noise,3,0.420987
205893214,OTHPER,3,0.48006800000000005
205893469, Noise,3,0.48096300000000003
205893603, Noise,3,0.5067
205893702,OTHPER,3,0.47903199999999996
205893858, Noise,3,0.537652
205894004, Noise,3,0.316983
205894358, Noise,3,0.522429
205894941, Noise,3,0.525162
205895081, Noise,3,0.384434
205895090,OTHPER,3,0.519134
205895252, Noise,3,0.424335
205895680, Noise,3,0.48856499999999997
205896070, Noise,3,0.514239
205896106,OTHPER,3,0.45134300000000005
205896226,OTHPER,3,0.5623520000000001
205896348, Noise,3,0.487724
205896459,OTHPER,3,0.515781
205896499, Noise,3,0.6062069999999999
205896601, Noise,3,0.765863
205896721, Noise,3,0.5127689999999999
205896738, Noise,3,0.525928
205896803, Noise,3,0.7048409999999999
205896873, Noise,3,0.539564
205897043,  RRab,3,0.27675700000000003
205897059, Noise,3,0.48278000000000004
205897280,OTHPER,3,0.487415
205897389, Noise,3,0.475259
205897543, Noise,3,0.5680529999999999
205897774,OTHPER,3,0.49287200000000003
205897829, Noise,3,0.392124
205898099, Noise,3,0.45456499999999994
205898160,OTHPER,3,0.49384799999999995
205898238, Noise,3,0.444082
205898439, Noise,3,0.41322200000000003
205898454, Noise,3,0.47672700000000007
205898527,OTHPER,3,0.446104
205898849, Noise,3,0.46677799999999997
205898872, Noise,3,0.539551
205898882, Noise,3,0.590567
205898894, Noise,3,0.646917
205898942, Noise,3,0.382423
205899208,OTHPER,3,0.551597
205899250, Noise,3,0.363114
205899663, Noise,3,0.378488
205899671, Noise,3,0.526624
205899782, Noise,3,0.429093
205899868, Noise,3,0.638648
205900489, Noise,3,0.388087
205900728,    EA,3,0.41884099999999996
205900901, Noise,3,0.525258
205901168,OTHPER,3,0.5718310000000001
205901212, Noise,3,0.514219
205901226, Noise,3,0.439101
205901259,OTHPER,3,0.48025100000000004
205901278, Noise,3,0.5675439999999999
205901354,OTHPER,3,0.734791
205901365,OTHPER,3,0.948667
205901417,OTHPER,3,0.43978
205901524,OTHPER,3,0.894599
205901703,OTHPER,3,0.651644
205901713, Noise,3,0.49105
205901944,OTHPER,3,0.559902
205901983,OTHPER,3,0.391798
205902142, Noise,3,0.453349
205902289, Noise,3,0.433935
205902352,OTHPER,3,0.790342
205902368, Noise,3,0.480901
205902410,OTHPER,3,0.467588
205902486, Noise,3,0.445133
205902563, Noise,3,0.503918
205902815,OTHPER,3,0.5041640000000001
205902846, Noise,3,0.459229
205902984, Noise,3,0.601225
205903013, Noise,3,0.535679
205903167, Noise,3,0.576929
205903217,    EA,3,0.230638
205903268, Noise,3,0.7223729999999999
205903279, Noise,3,0.525278
205903300, Noise,3,0.5079359999999999
205903477, Noise,3,0.5445220000000001
205903523, Noise,3,0.572109
205903692,OTHPER,3,0.568423
205903713, Noise,3,0.553701
205903781, Noise,3,0.589281
205903903, Noise,3,0.479487
205904010, Noise,3,0.445349
205904047, Noise,3,0.599749
205904095, Noise,3,0.469558
205904127, Noise,3,0.55335
205904220, Noise,3,0.671712
205904260,OTHPER,3,0.5215569999999999
205904274, Noise,3,0.30663
205904494, Noise,3,0.435032
205904592, Noise,3,0.56272
205904628, Noise,3,0.744546
205904697, Noise,3,0.732781
205904816, Noise,3,0.36080100000000004
205904844, Noise,3,0.460755
205904964, Noise,3,0.46750600000000003
205905024, Noise,3,0.41850699999999996
205905085, Noise,3,0.44222
205905204,OTHPER,3,0.513342
205905261, Noise,3,0.633419
205905303, Noise,3,0.637325
205905309, Noise,3,0.548802
205905356, Noise,3,0.600136
205905563,OTHPER,3,0.503909
205905604,OTHPER,3,0.471757
205905673, Noise,3,0.43040900000000004
205905688, Noise,3,0.501344
205905693,  RRab,3,0.840791
205905919, Noise,3,0.460954
205905922, Noise,3,0.643155
205906121, Noise,3,0.48247299999999993
205906140, Noise,3,0.622292
205906154, Noise,3,0.421048
205906244, Noise,3,0.578846
205906246, Noise,3,0.668794
205906302,OTHPER,3,0.6027710000000001
205906310, Noise,3,0.625472
205906385,OTHPER,3,0.6018220000000001
205906390, Noise,3,0.639571
205906443, Noise,3,0.58208
205906626,  GDOR,3,0.325289
205906794, Noise,3,0.42591599999999996
205906828, Noise,3,0.651487
205907051,OTHPER,3,0.44435399999999997
205907116, Noise,3,0.403304
205907133, Noise,3,0.367679
205907214, Noise,3,0.42991
205907443, Noise,3,0.5057229999999999
205907488,OTHPER,3,0.555891
205907593, Noise,3,0.550616
205907813, Noise,3,0.843033
205907895, Noise,3,0.397547
205907951, Noise,3,0.670986
205908042, Noise,3,0.484678
205908064, Noise,3,0.49107
205908091, Noise,3,0.48440600000000006
205908127, Noise,3,0.557851
205908167, Noise,3,0.5872569999999999
205908169, Noise,3,0.434863
205908187, Noise,3,0.482274
205908197,OTHPER,3,0.5586270000000001
205908263,OTHPER,3,0.478117
205908296, Noise,3,0.48108599999999996
205908353,OTHPER,3,0.574217
205908392, Noise,3,0.45554700000000004
205908429, Noise,3,0.715553
205908463, Noise,3,0.628185
205908472, Noise,3,0.418342
205908544, Noise,3,0.5612060000000001
205908577,OTHPER,3,0.727572
205908609, Noise,3,0.660435
205908691,OTHPER,3,0.60954
205908698, Noise,3,0.452229
205908750,OTHPER,3,0.877727
205908754, Noise,3,0.5753229999999999
205908778, Noise,3,0.5287569999999999
205908818,OTHPER,3,0.622253
205908960, Noise,3,0.609228
205908988, Noise,3,0.50883
205909085,OTHPER,3,0.48068599999999995
205909110,    EA,3,0.4313
205909135,OTHPER,3,0.485917
205909275,OTHPER,3,0.37056300000000003
205909307, Noise,3,0.54177
205909334, Noise,3,0.550158
205909377, Noise,3,0.5026010000000001
205909389, Noise,3,0.5180859999999999
205909417,OTHPER,3,0.461667
205909422, Noise,3,0.38993099999999997
205909472, Noise,3,0.389423
205909728, Noise,3,0.60612
205909751, Noise,3,0.714805
205909878, Noise,3,0.49694099999999997
205909993, Noise,3,0.470472
205910035, Noise,3,0.505678
205910155, Noise,3,0.489836
205910305,OTHPER,3,0.469005
205910324,    EB,3,0.860699
205910447,OTHPER,3,0.622351
205910513, Noise,3,0.75541
205910609, Noise,3,0.513129
205910644,OTHPER,3,0.922118
205910729,OTHPER,3,0.447959
205910757, Noise,3,0.467771
205910781, Noise,3,0.8424879999999999
205910788, Noise,3,0.6685220000000001
205910796, Noise,3,0.654993
205910823, Noise,3,0.660279
205910844,    EA,3,0.366294
205910862, Noise,3,0.41162600000000005
205910913,OTHPER,3,0.666714
205910971,OTHPER,3,0.497938
205910991,OTHPER,3,0.774691
205911030, Noise,3,0.496547
205911091, Noise,3,0.619409
205911100, Noise,3,0.6450640000000001
205911124, Noise,3,0.458409
205911178, Noise,3,0.513843
205911187, Noise,3,0.418847
205911202, Noise,3,0.49286800000000003
205911237, Noise,3,0.599627
205911287, Noise,3,0.459863
205911407, Noise,3,0.566924
205911443,OTHPER,3,0.41317600000000004
205911488, Noise,3,0.592895
205911491, Noise,3,0.505256
205911505, Noise,3,0.311689
205911536, Noise,3,0.610851
205911733, Noise,3,0.556607
205911734,OTHPER,3,0.8624719999999999
205911796,OTHPER,3,0.384938
205911821, Noise,3,0.480166
205911851, Noise,3,0.543089
205911872, Noise,3,0.520342
205911960,OTHPER,3,0.545579
205912016,    EA,3,0.401895
205912027, Noise,3,0.651935
205912028, Noise,3,0.45523900000000006
205912176,OTHPER,3,0.5495
205912229,OTHPER,3,0.59913
205912245, Noise,3,0.470488
205912367, Noise,3,0.69881
205912386, Noise,3,0.49946499999999994
205912408,OTHPER,3,0.499532
205912424, Noise,3,0.47784799999999994
205912560, Noise,3,0.5590579999999999
205912715, Noise,3,0.506574
205912731,OTHPER,3,0.567704
205912859, Noise,3,0.47153199999999995
205912866, Noise,3,0.49966499999999997
205912889, Noise,3,0.49003100000000005
205912898, Noise,3,0.48118900000000003
205912929,OTHPER,3,0.591865
205912982, Noise,3,0.461867
205913009, Noise,3,0.49595
205913099, Noise,3,0.430437
205913245, Noise,3,0.432399
205913285, Noise,3,0.5881390000000001
205913308,OTHPER,3,0.553137
205913366,OTHPER,3,0.521594
205913369, Noise,3,0.47723000000000004
205913615, Noise,3,0.582194
205913731, Noise,3,0.5321670000000001
205913735,    EA,3,0.38829600000000003
205913826, Noise,3,0.552187
205913863, Noise,3,0.520258
205913955,OTHPER,3,0.520787
205913992, Noise,3,0.513604
205914001,OTHPER,3,0.576542
205914012,OTHPER,3,0.579043
205914038, Noise,3,0.474829
205914052, Noise,3,0.445061
205914127, Noise,3,0.384996
205914213,    EA,3,0.345586
205914320, Noise,3,0.5672149999999999
205914433,OTHPER,3,0.49013100000000004
205914539,OTHPER,3,0.457083
205914551, Noise,3,0.514282
205914589,OTHPER,3,0.687742
205914673, Noise,3,0.609725
205914715,OTHPER,3,0.7398020000000001
205914724,OTHPER,3,0.466758
205914769,OTHPER,3,0.842053
205914832,  RRab,3,0.42515600000000003
205914963, Noise,3,0.6036229999999999
205915051,OTHPER,3,0.413596
205915088, Noise,3,0.638317
205915157, Noise,3,0.510962
205915237, Noise,3,0.554154
205915309, Noise,3,0.542641
205915365, Noise,3,0.640837
205915399, Noise,3,0.49008999999999997
205915468, Noise,3,0.5129239999999999
205915490, Noise,3,0.585182
205915513, Noise,3,0.5683189999999999
205915557,OTHPER,3,0.545639
205915577, Noise,3,0.7840010000000001
205915608,OTHPER,3,0.4882
205915657,  RRab,3,0.570602
205915731, Noise,3,0.57209
205915833, Noise,3,0.576494
205915902, Noise,3,0.502073
205916071,OTHPER,3,0.795095
205916083, Noise,3,0.8354219999999999
205916093, Noise,3,0.48406899999999997
205916098, Noise,3,0.6402939999999999
205916292,OTHPER,3,0.508423
205916453,OTHPER,3,0.66811
205916458, Noise,3,0.637677
205916496, Noise,3,0.665741
205916507, Noise,3,0.589272
205916567,OTHPER,3,0.49367700000000003
205916625,OTHPER,3,0.47824399999999995
205916737, Noise,3,0.386752
205916760,OTHPER,3,0.539471
205916793, Noise,3,0.386685
205916810,OTHPER,3,0.672191
205916847, Noise,3,0.354574
205916861, Noise,3,0.504505
205916875, Noise,3,0.46636000000000005
205916940, Noise,3,0.6500600000000001
205916941, Noise,3,0.527569
205917005, Noise,3,0.733927
205917074, Noise,3,0.49741499999999994
205917099, Noise,3,0.47274399999999994
205917141,OTHPER,3,0.676365
205917153, Noise,3,0.646753
205917162, Noise,3,0.451528
205917243, Noise,3,0.510494
205917263, Noise,3,0.522958
205917297, Noise,3,0.44692200000000004
205917319,OTHPER,3,0.435137
205917325, Noise,3,0.397882
205917338, Noise,3,0.452087
205917406,OTHPER,3,0.63464
205917419, Noise,3,0.7243539999999999
205917435, Noise,3,0.5921350000000001
205917469, Noise,3,0.41155699999999995
205917471, Noise,3,0.608809
205917475,OTHPER,3,0.555326
205917600, Noise,3,0.49248100000000006
205917699, Noise,3,0.794588
205917728, Noise,3,0.39050999999999997
205917842, Noise,3,0.505757
205917847,OTHPER,3,0.462225
205917849, Noise,3,0.41935900000000004
205917896, Noise,3,0.599375
205917907,OTHPER,3,0.43636099999999994
205917912,OTHPER,3,0.46321599999999996
205917956, Noise,3,0.744164
205917986, Noise,3,0.510113
205917993, Noise,3,0.45575699999999997
205918058, Noise,3,0.646988
205918113, Noise,3,0.478497
205918278, Noise,3,0.414033
205918335, Noise,3,0.65777
205918363, Noise,3,0.625266
205918377, Noise,3,0.48905
205918431,OTHPER,3,0.547083
205918432, Noise,3,0.5020140000000001
205918605,OTHPER,3,0.479501
205918625, Noise,3,0.6428550000000001
205918638, Noise,3,0.617755
205918690,OTHPER,3,0.47787799999999997
205918732, Noise,3,0.815423
205918796, Noise,3,0.45430699999999996
205918843, Noise,3,0.555944
205918928, Noise,3,0.584542
205919039, Noise,3,0.45732
205919060, Noise,3,0.43873900000000005
205919074,OTHPER,3,0.756212
205919177, Noise,3,0.53773
205919224,OTHPER,3,0.47240699999999997
205919283,    EA,3,0.383158
205919444,OTHPER,3,0.42203500000000005
205919478, Noise,3,0.518105
205919506, Noise,3,0.49776400000000004
205919555, Noise,3,0.497429
205919614, Noise,3,0.46623100000000006
205919877, Noise,3,0.470296
205919971, Noise,3,0.435778
