epic_number,Period_1,Period_2,amp_ratio_21,k2_teff,k2_rad,k2_mass,abs_magnitude,lc_amplitude,p2p_98,p2p_mean,stddev,kurtosis,skew,iqr,mad,max_binned_p2p,mean_binned_p2p,class,probability,RRab_dist,EA_dist,EB_dist,GDOR_DSCUT_dist,template_dist
201238932,0.057044372,0.075708838,1.3271920672559951,8697.0,1.94,1.98,1.8060125523084058,0.010749048781005131,0.007094307093710542,-9.572742825244828e-08,0.0024387797005964475,-1.2461787371836497,-0.009392391383573484,0.004406483965333163,0.0032608312244539533,0.07392277661030255,0.0004119494635107255,DSCUT,0.936373,18.439088914585774,26.90724809414742,19.697715603592208,2.0,0.07321234659291995
201381586,16.168,15.39192304,0.9519991984166256,3857.0,0.37,0.4,7.29943793714991,0.038697010821981626,0.005730259523622761,-3.172602213057505e-06,0.003457924328332036,2.8907937011301947,-0.3720925827991786,0.0039076791374511605,0.002895918571169405,0.3707549353196796,0.004950971638209686,Noise,0.982607,19.416487838947603,13.601470508735444,11.704699910719626,15.0,5.7381278414197086
201273981,7.120551857000001,8.173217117,1.1478347860025984,4929.0,0.77,0.83,6.250226919789026,0.020229713548864048,0.0013524413652004196,1.783577097630331e-06,0.003439811947600041,0.0405204278140765,-0.019439053404117442,0.0046385800327855,0.003445211787460425,0.12616121706151007,0.002423207350624764,OTHPER,0.993277,16.55294535724685,17.4928556845359,24.20743687382041,12.083045973594572,0.4062898459024835
201907820,13.232365,14.04370486,1.06131480351396,3727.0,0.31,0.32,6.626202766752684,0.0464190866283285,0.007840963853592819,-1.1681522772022243e-06,0.004658385531319298,2.022840541169113,-0.2912197849242273,0.005706136736536083,0.004249687101208226,0.42747166633214334,0.005392684133211696,Noise,0.985037,20.615528128088304,15.264337522473747,13.601470508735444,13.892443989449804,2.373699982127835
201766747,14.29411655,12.80948727,0.8961370382837686,3799.0,0.35,0.39,10.198933511050386,0.02499433478138635,0.005387637545670715,1.5994919037560947e-06,0.0037983329100074593,-0.4603350743232895,0.15754535599152453,0.0056005109756921394,0.004046715412137985,0.3466654282902564,0.002107672682272094,Noise,0.983093,25.45584412271571,18.110770276274835,20.591260281974,18.110770276274835,0.7897957362724782
201780233,0.573597115,0.095621326,0.16670468434974606,,,,8.663699557711919,2.5843080336952564,0.9050306624218344,-0.0003681162231988464,0.6630094503364558,-0.35208117980202713,0.9046203467074492,0.9394335055848267,0.4848450926882643,0.18857220278415332,0.00015790873689878497,RRab,0.716609,0.0,16.0,12.0,20.396078054371138,0.06473690754100425
201735172,15.69323825,16.67238347,1.0623928092087689,3449.0,0.19,0.17,11.113245519863767,0.0389426397702578,0.008071561707450648,-1.9964364640872387e-06,0.004261233875966361,0.6652812649103987,0.1877675360573396,0.005501628802009106,0.004086648587824936,0.4660011275491891,0.006215269821861597,Noise,0.981196,19.416487838947603,13.601470508735444,11.704699910719626,15.0,2.9820547300410376
201919351,20.0,16.00658621,0.8003293104999999,3915.0,0.38,0.43,,0.02236320618745713,0.004008678663219167,3.0319791874468712e-06,0.0021702603399147984,1.4107815960184276,0.12402482657570844,0.0025503471661542107,0.001884891832999829,,,Noise,0.981142,,,,,
201700978,16.50079498,15.69323825,0.9510595258604928,4702.0,0.69,0.76,6.66264262223512,0.040035394458190036,0.0033168986105422023,4.640378844921029e-08,0.008747684403279037,-0.6812144904253925,0.2062319551164487,0.012451397980311585,0.008664432429185364,0.13471875627404345,0.0002218149360777783,OTHPER,0.994007,21.213203435596427,17.4928556845359,15.297058540778355,12.083045973594572,1.3151310428786471
201803365,0.245882718,0.081867087,0.33295177337351545,4782.0,2.81,0.82,5.753754347657927,0.8595070201787443,0.3757338998592774,-5.0436130957571396e-05,0.2300772183079614,-1.1480977820918379,-0.4022011793723515,0.4075044794076538,0.2664038800589613,0.1129955170696202,0.000284857725695976,EB,0.967434,12.0,12.0,0.0,21.54065922853801,0.1082577519544384
201562530,3.318325585,3.148878593,0.9489359956822924,6585.0,1.53,1.38,3.4215853382345682,0.003975191851967486,0.00045748638251965614,-4.344968559900982e-07,0.0006397537353040621,-0.15409933066559398,0.10834654836573047,0.0009117741581009533,0.0006752564869977423,0.4799010117441617,0.001801314863720611,EA,0.7187640000000001,19.104973174542803,16.401219466856727,13.152946437965904,12.206555615733702,1.1118945634080295
201505569,16.847578100000003,17.7818426,1.0554539349486676,3633.0,0.21,0.19,8.675711664665021,0.023103307255118,0.005006241830880745,-1.740223202295578e-06,0.003036333939026275,-0.015182665579136057,0.08378932837248361,0.0041426409183329405,0.0030589423878717536,0.4603635517102785,0.005265839352638558,Noise,0.98339,19.849433241279208,15.811388300841895,13.341664064126336,13.038404810405297,3.1874360849047663
201769424,16.67238347,17.58679124,1.0548456536910495,4168.0,0.52,0.58,5.387403004821537,0.03184612594475822,0.005677110182869251,3.176613325552255e-06,0.003716483012038579,1.0174071179470552,0.17516580937212442,0.0045907265240074935,0.003413159473230813,0.3858049719687589,0.006692979872154683,Noise,0.981406,23.853720883753127,13.601470508735444,15.264337522473747,17.464249196572982,1.3523150582850865
201517854,0.279681723,0.993268105,3.5514230044985813,4736.0,0.74,0.8,5.616456209776089,0.10840269040748507,0.04124253999099986,-1.6935375604161058e-05,0.031001259305376783,-1.3820063215419611,0.03193191139673617,0.05935530605094853,0.044017472844563095,0.09630539309986152,0.00013271269109434058,EB,0.911546,10.04987562112089,14.035668847618199,2.23606797749979,19.924858845171283,0.6342948606010617
201222038,16.50079498,11.19896174,0.6786922541352611,3391.0,0.2,0.18,,0.049657112542848665,0.0072320559459523375,-2.2766151864116727e-08,0.005074347105274736,2.720640689098456,-0.7422831254377197,0.00615348644429492,0.0045157161273274606,0.4608616214822975,0.004415364527002125,Noise,0.984587,10.0,10.0,20.8806130178211,18.439088914585774,0.9100152619824592
201410584,17.02649374,17.98126902,1.0560758600437483,3206.0,0.15,0.14,10.946807907768216,0.2630070353450549,0.07326965456727816,7.075752726846326e-06,0.03097084597520189,0.6184577666665327,0.1176172329527182,0.0398097551110399,0.029648642368803508,0.21869943729411026,0.005003870031181456,Noise,0.983465,19.104973174542803,17.804493814764854,14.035668847618199,10.816653826391967,0.7338238739365578
201725951,20.0,16.50079498,0.8250397489999999,3643.0,0.27,0.28,10.081315802851707,0.05173154560891978,0.011601134998345008,3.198138635848404e-06,0.0060362142406108175,0.2961801186486355,0.02289939433409197,0.00770144716785448,0.0057090124203396965,,,Noise,0.989083,,,,,
201476362,0.31225490100000003,0.5707384870000001,1.8277967300823887,5137.0,2.81,0.89,5.211319834370675,1.0036774847132226,0.4594638120826553,-2.065722049896837e-05,0.31538345923753835,-1.0398672394573123,-0.6090100271320338,0.5451518387314903,0.31263430799512715,0.12590439727220196,0.00027116485963176514,EB,0.983152,13.0,11.0,1.0,21.93171219946131,0.27931635116974746
201840254,10.13687781,9.648838466,0.9518550629545371,4508.0,0.67,0.74,6.757527232388071,0.045506380501140975,0.002013437733249417,4.736003108326972e-06,0.009813194312738513,-0.7207406545962521,0.1231572692545252,0.014882848981694119,0.010925379684313329,0.10690825775444912,0.00019525776046130727,OTHPER,0.996243,12.649110640673518,16.97056274847714,20.0,11.31370849898476,0.36538255987156665
201753654,20.0,12.31743893,0.6158719465,3977.0,0.45,0.51,7.283926141006773,0.04124755138508973,0.006443872588033463,1.1588652377159114e-06,0.00415942329471585,1.306362811816708,-0.5788991800273051,0.005108613001781004,0.003787087578517169,,,Noise,0.983714,,,,,
201721222,11.60423687,14.5536205,1.2541643766015265,4084.0,0.45,0.51,7.721879859758647,0.012537031950154431,0.0026157496777385325,1.8850547028775926e-07,0.0017670068165136234,-0.29837131608244105,-0.024890197872885725,0.0024735667486431856,0.0018260035241049765,0.4206906064694465,0.0027117043586479487,Noise,0.984682,9.433981132056603,13.601470508735444,18.788294228055932,15.0,0.9069289721498888
201826968,0.361748355,0.14907242699999998,0.4120887488209863,5509.0,0.93,0.94,4.057496193078361,0.43855314435189696,0.21835581964820971,5.8571365962803725e-06,0.13867040902763753,-1.36169454840906,-0.2286527272216133,0.2640957021492821,0.1882405156605184,0.09656173712547234,2.9709855785117273e-05,EB,0.997466,11.04536101718726,13.038404810405297,1.4142135623730951,20.248456731316587,0.17603281164305346
201592476,11.12128014,20.0,1.7983541236467766,3576.0,0.19,0.18,9.411709460938637,0.020710362923417214,0.004480223193451824,-8.547624308167724e-07,0.0018039017310085004,1.5313852966777315,0.04702238860118208,0.002265501226896727,0.001686510302369005,0.3583332980124905,0.0059242385363132005,Noise,0.984747,9.899494936611664,11.401754250991381,20.248456731316587,17.029386365926403,1.1119413841557968
201926949,10.26670053,9.766389013,0.9512685194685424,4444.0,0.6,0.67,7.030831187970072,0.027930781914221492,0.0012507948656550394,1.835865673599246e-06,0.00580087721866007,-0.6627078769431578,0.022619811604323442,0.008977724631877848,0.0066567759783873436,0.09094143563999164,0.0003267545351266415,OTHPER,0.997439,14.560219778561034,18.439088914585774,21.2602916254693,10.0,0.2848179151599601
201774941,14.29411655,10.33286691,0.7228755183194585,3818.0,0.35,0.39,10.548085402672582,0.0349324061179187,0.007410565789327537,1.4644716638443819e-06,0.0035027992609465114,1.3041260170286708,0.14923295144133425,0.004422342589544881,0.003286066560039926,0.4949600870292054,0.0007100004843983334,Noise,0.981886,22.203603311174522,13.152946437965904,16.401219466856727,19.313207915827967,1.4631704665737342
201199000,10.13687781,6.846877368,0.6754424287570652,4653.0,11.27,1.17,0.5700832158306888,0.0071823431453093,0.0006788797384268185,6.008122999173607e-07,0.0010608966834788132,0.0237994538041626,0.012123773847557041,0.001428659263229992,0.0010621984828884383,0.5395034983623369,0.0027994676134396198,GDOR,0.663535,19.849433241279208,15.811388300841895,13.341664064126336,13.038404810405297,2.278591036056559
201698669,0.314737453,0.104919916,0.3333569456063432,4765.0,0.68,0.73,5.816318057458968,0.4207070427945826,0.1436319276608048,4.307677005750385e-06,0.09756224966058408,-1.000299735490512,-0.3355922170302947,0.1681305230568565,0.12413536113334195,0.08650466581398486,0.0004465519598184921,EB,0.993093,12.369316876852979,12.369316876852979,3.0,18.788294228055932,0.2394977965160271
201903779,1.799104173,1.931301223,1.073479374893318,6283.0,1.65,1.33,3.6920539978369433,0.02361113456098929,0.0010896731609361405,6.44404802289965e-07,0.004302768350536675,-0.4541048695873426,-0.2710155134490669,0.006301048910064555,0.0046650680910116475,0.16828145856552099,0.0014421005724786198,GDOR,0.7372890000000001,21.02379604162864,20.248456731316587,26.87005768508881,13.038404810405297,0.1893577414946465
201940767,0.293720677,0.06681756700000001,0.22748676627897055,5011.0,3.69,0.93,5.0013104690141885,0.3727785832009593,0.1552323927405903,7.464222530982049e-05,0.11694841370033655,-1.3795911910955956,-0.15101938010993224,0.22388852850442387,0.16475010113064506,0.09480207697804302,0.00016051346221379966,EB,0.998529,10.04987562112089,14.035668847618199,2.23606797749979,19.924858845171283,0.13354399684183976
201751439,14.82272104,14.04370486,0.9474444551781164,3981.0,0.4,0.46,9.266450214642717,0.020366537982607902,0.004415852175504112,-2.040952741758401e-06,0.0021751952414556246,0.6227267718475642,-0.01761514742424141,0.002839710610893276,0.0020949312938898733,0.299768500856409,0.0013282647557506554,Noise,0.986128,13.0,20.615528128088304,17.691806012954128,8.06225774829855,0.9799299694799896
201644790,9.707257881,10.26670053,1.057631378073822,5382.0,0.56,0.62,5.906593214613777,0.013401750765107079,0.004423892150097827,1.6700601372738797e-06,0.0017015700026232732,0.507967602842379,0.20834743963358995,0.002171842010277536,0.0015999787114931712,0.35902974095110995,0.001633862659114182,Noise,0.984605,21.2602916254693,16.1245154965971,14.560219778561034,13.41640786499874,1.6968478831383709
201427257,14.82272104,20.0,1.3492799295101623,3178.0,0.16,0.14,11.586659490298555,0.08711637065387168,0.020627121155608084,-3.78876742512687e-06,0.010304084653166977,0.736743859293242,0.3495935713405729,0.012995247375473196,0.009624837835314535,0.7053002245595286,0.007444121262163548,Noise,0.983735,12.206555615733702,19.723082923316017,11.180339887498945,10.44030650891055,3.285919894291151
201266727,0.28159749100000003,0.051710692,0.18363335488667404,4895.0,0.69,0.75,5.427659683351877,0.6362928379636438,0.31295261221733683,1.4387572307557913e-05,0.1938356208718571,-1.2953217808561848,-0.3079063426288542,0.3625238447507228,0.2517035748894733,0.10266939458714627,0.00014954257879145334,EB,0.999572,11.0,13.0,1.0,21.18962010041709,0.1415972987197286
201330992,10.20137616,14.5536205,1.4266330612398472,4246.0,0.53,0.59,7.519315282131199,0.015481695507108097,0.003758403439663211,-8.682386625949844e-07,0.0017211742596656154,0.8970640770843339,-0.08999322659975438,0.00216750850983205,0.0016124088510761302,0.3831852459119584,0.0006880388987261249,Noise,0.990399,9.848857801796104,15.0,18.35755975068582,13.601470508735444,1.0012279008420304
